timestamp,zipcode,number_outages,customers_served,customers_affected,percent_affected
2023-02-23T03:05:23.650Z.json,48021,6,14880,1343,9.03
2023-02-23T03:05:23.650Z.json,48214,8,14048,158,1.12
2023-02-23T03:05:23.650Z.json,48304,25,7752,1314,16.95
2023-02-23T03:05:23.650Z.json,48152,18,14949,1952,13.06
2023-02-23T03:05:23.650Z.json,48176,47,10124,1276,12.6
2023-02-23T03:05:23.650Z.json,48313,104,14840,2353,15.86
2023-02-23T03:05:23.650Z.json,48203,7,20195,2307,11.42
2023-02-23T03:05:23.650Z.json,48108,33,14459,2228,15.41
2023-02-23T03:05:23.650Z.json,48213,8,16310,697,4.27
2023-02-23T03:05:23.650Z.json,48128,5,4656,1144,24.57
2023-02-23T03:05:23.650Z.json,48324,24,7326,410,5.6
2023-02-23T03:05:23.650Z.json,48390,48,13543,4562,33.69
2023-02-23T03:05:23.650Z.json,48067,7,15296,201,1.31
2023-02-23T03:05:23.650Z.json,48131,28,4301,1464,34.04
2023-02-23T03:05:23.650Z.json,48170,40,21437,3153,14.71
2023-02-23T03:05:23.650Z.json,48179,5,1554,43,2.77
2023-02-23T03:05:23.650Z.json,48193,13,7607,809,10.63
2023-02-23T03:05:23.650Z.json,48195,18,15338,1537,10.02
2023-02-23T03:05:23.650Z.json,48210,10,15489,141,0.91
2023-02-23T03:05:23.650Z.json,48453,1,2314,4,0.04
2023-02-23T03:05:23.650Z.json,48033,11,9294,297,3.2
2023-02-23T03:05:23.650Z.json,48234,43,18061,4623,25.6
2023-02-23T03:05:23.650Z.json,48223,18,14052,519,3.69
2023-02-23T03:05:23.650Z.json,48062,1,4561,41,0.9
2023-02-23T03:05:23.650Z.json,48093,8,11664,260,2.23
2023-02-23T03:05:23.650Z.json,48158,31,896,596,66.52
2023-02-23T03:05:23.650Z.json,48180,99,29830,5176,17.35
2023-02-23T03:05:23.650Z.json,48217,13,4676,294,6.29
2023-02-23T03:05:23.650Z.json,48239,30,16693,1635,9.79
2023-02-23T03:05:23.650Z.json,48315,3,13582,243,1.79
2023-02-23T03:05:23.650Z.json,48082,7,8095,7,0.09
2023-02-23T03:05:23.650Z.json,48161,18,8394,1033,12.31
2023-02-23T03:05:23.650Z.json,48220,17,13202,2016,15.27
2023-02-23T03:05:23.650Z.json,48307,12,22307,226,1.01
2023-02-23T03:05:23.650Z.json,48038,3,23756,497,2.09
2023-02-23T03:05:23.650Z.json,48101,40,12997,3294,25.34
2023-02-23T03:05:23.650Z.json,48235,93,21361,1477,6.91
2023-02-23T03:05:23.650Z.json,48341,8,8620,1504,17.45
2023-02-23T03:05:23.650Z.json,48120,5,3299,17,0.52
2023-02-23T03:05:23.650Z.json,48169,42,9592,652,6.8
2023-02-23T03:05:23.650Z.json,48225,5,6939,5,0.07
2023-02-23T03:05:23.650Z.json,48045,5,14816,597,4.03
2023-02-23T03:05:23.650Z.json,48160,63,6347,2821,44.45
2023-02-23T03:05:23.650Z.json,48430,1,790,34,4.3
2023-02-23T03:05:23.650Z.json,48009,34,12325,1272,10.32
2023-02-23T03:05:23.650Z.json,48080,8,12218,3601,29.47
2023-02-23T03:05:23.650Z.json,48085,10,10333,560,5.42
2023-02-23T03:05:23.650Z.json,48236,7,13671,81,0.59
2023-02-23T03:05:23.650Z.json,48382,31,9557,1080,11.3
2023-02-23T03:05:23.650Z.json,48353,2,2997,54,1.8
2023-02-23T03:05:23.650Z.json,48109,6,140,85,60.71
2023-02-23T03:05:23.650Z.json,48071,11,15807,1338,8.46
2023-02-23T03:05:23.650Z.json,48075,9,11692,54,0.46
2023-02-23T03:05:23.650Z.json,48165,1,4215,89,2.11
2023-02-23T03:05:23.650Z.json,49238,6,99,53,53.54
2023-02-23T03:05:23.650Z.json,48146,65,17970,8556,47.61
2023-02-23T03:05:23.650Z.json,48114,26,9411,1749,18.58
2023-02-23T03:05:23.650Z.json,48127,49,15852,4778,30.14
2023-02-23T03:05:23.650Z.json,49236,16,641,586,91.42
2023-02-23T03:05:23.650Z.json,48125,50,9878,3148,31.87
2023-02-23T03:05:23.650Z.json,48184,33,8766,3730,42.55
2023-02-23T03:05:23.650Z.json,48204,13,18497,82,0.44
2023-02-23T03:05:23.650Z.json,48054,1,3558,187,5.26
2023-02-23T03:05:23.650Z.json,48381,46,7080,347,4.9
2023-02-23T03:05:23.650Z.json,48342,5,9104,618,6.79
2023-02-23T03:05:23.650Z.json,48346,4,10946,266,2.43
2023-02-23T03:05:23.650Z.json,48036,2,11737,788,6.71
2023-02-23T03:05:23.650Z.json,48073,12,19092,1694,8.87
2023-02-23T03:05:23.650Z.json,48167,25,12416,2067,16.65
2023-02-23T03:05:23.650Z.json,48221,59,18851,1608,8.53
2023-02-23T03:05:23.650Z.json,48843,46,22668,2101,9.27
2023-02-23T03:05:23.650Z.json,48320,2,2644,42,1.59
2023-02-23T03:05:23.650Z.json,48302,11,8210,219,2.67
2023-02-23T03:05:23.650Z.json,48356,2,3814,785,20.58
2023-02-23T03:05:23.650Z.json,48063,1,2005,10,0.5
2023-02-23T03:05:23.650Z.json,48312,8,16162,2254,13.95
2023-02-23T03:05:23.650Z.json,48383,9,5669,298,5.26
2023-02-23T03:05:23.650Z.json,48329,18,11470,471,4.11
2023-02-23T03:05:23.650Z.json,48323,7,7520,122,1.62
2023-02-23T03:05:23.650Z.json,48141,45,11875,5639,47.49
2023-02-23T03:05:23.650Z.json,48098,5,7960,838,10.53
2023-02-23T03:05:23.650Z.json,48191,15,1808,483,26.71
2023-02-23T03:05:23.650Z.json,48218,3,4509,4,0.07
2023-02-23T03:05:23.650Z.json,48306,4,11082,214,1.93
2023-02-23T03:05:23.650Z.json,48173,21,6029,3982,66.05
2023-02-23T03:05:23.650Z.json,48111,85,23054,6850,29.71
2023-02-23T03:05:23.650Z.json,48309,17,13114,1676,12.78
2023-02-23T03:05:23.650Z.json,48035,12,17012,2115,12.43
2023-02-23T03:05:23.650Z.json,48377,27,9900,2288,23.11
2023-02-23T03:05:23.650Z.json,48083,19,12239,1604,13.11
2023-02-23T03:05:23.650Z.json,48374,13,6494,1111,17.11
2023-02-23T03:05:23.650Z.json,48159,28,1195,119,9.96
2023-02-23T03:05:23.650Z.json,48335,3,13109,228,1.74
2023-02-23T03:05:23.650Z.json,48211,58,4982,575,11.54
2023-02-23T03:05:23.650Z.json,48215,1,8367,4,0.01
2023-02-23T03:05:23.650Z.json,48892,2,2133,24,1.13
2023-02-23T03:05:23.650Z.json,48442,9,2527,8,0.32
2023-02-23T03:05:23.650Z.json,48072,2,7534,817,10.84
2023-02-23T03:05:23.650Z.json,48229,25,5433,2104,38.73
2023-02-23T03:05:23.650Z.json,48138,21,5135,62,1.21
2023-02-23T03:05:23.650Z.json,48117,21,5316,1028,19.34
2023-02-23T03:05:23.650Z.json,48197,92,30336,6943,22.89
2023-02-23T03:05:23.650Z.json,48174,51,16887,2167,12.83
2023-02-23T03:05:23.650Z.json,48317,17,14708,942,6.4
2023-02-23T03:05:23.650Z.json,48150,51,14111,2739,19.41
2023-02-23T03:05:23.650Z.json,48189,31,7055,203,2.88
2023-02-23T03:05:23.650Z.json,48205,24,22365,2935,13.12
2023-02-23T03:05:23.650Z.json,48380,10,3542,146,4.12
2023-02-23T03:05:23.650Z.json,48103,217,28774,7610,26.45
2023-02-23T03:05:23.650Z.json,48227,76,23800,1359,5.71
2023-02-23T03:05:23.650Z.json,48066,22,23377,4034,17.26
2023-02-23T03:05:23.650Z.json,48137,5,911,252,27.66
2023-02-23T03:05:23.650Z.json,48166,9,5882,479,8.14
2023-02-23T03:05:23.650Z.json,48198,98,20682,7387,35.72
2023-02-23T03:05:23.650Z.json,48118,19,1263,142,11.24
2023-02-23T03:05:23.650Z.json,48322,8,15386,49,0.32
2023-02-23T03:05:23.650Z.json,48836,8,5887,113,1.92
2023-02-23T03:05:23.650Z.json,48301,36,6447,2424,37.6
2023-02-23T03:05:23.650Z.json,48139,2,213,4,1.41
2023-02-23T03:05:23.650Z.json,48186,44,16143,10954,67.86
2023-02-23T03:05:23.650Z.json,48310,2,17283,96,0.56
2023-02-23T03:05:23.650Z.json,48026,9,7595,1397,18.39
2023-02-23T03:05:23.650Z.json,48116,43,14225,1769,12.44
2023-02-23T03:05:23.650Z.json,48089,7,15199,348,2.29
2023-02-23T03:05:23.650Z.json,48091,34,14902,3865,25.94
2023-02-23T03:05:23.650Z.json,48183,27,20691,1466,7.09
2023-02-23T03:05:23.650Z.json,48164,28,4355,631,14.49
2023-02-23T03:05:23.650Z.json,48126,20,19534,777,3.98
2023-02-23T03:05:23.650Z.json,48185,70,26730,15112,56.54
2023-02-23T03:05:23.650Z.json,48212,35,19050,509,2.67
2023-02-23T03:05:23.650Z.json,48081,5,9922,193,1.95
2023-02-23T03:05:23.650Z.json,48238,159,19230,1635,8.5
2023-02-23T03:05:23.650Z.json,48042,1,13887,4,0.01
2023-02-23T03:05:23.650Z.json,48348,1,10155,4,0.01
2023-02-23T03:05:23.650Z.json,49270,40,2452,625,25.49
2023-02-23T03:05:23.650Z.json,48237,11,14107,658,4.66
2023-02-23T03:05:23.650Z.json,48044,4,21684,3307,15.25
2023-02-23T03:05:23.650Z.json,48393,22,9720,2362,24.3
2023-02-23T03:05:23.650Z.json,48340,22,11337,185,1.63
2023-02-23T03:05:23.650Z.json,48357,5,4219,19,0.45
2023-02-23T03:05:23.650Z.json,48331,7,9702,19,0.2
2023-02-23T03:05:23.650Z.json,48334,12,9257,736,7.95
2023-02-23T03:05:23.650Z.json,48336,26,12872,3279,25.47
2023-02-23T03:05:23.650Z.json,48084,13,9432,325,3.45
2023-02-23T03:05:23.650Z.json,48209,27,14481,1168,8.07
2023-02-23T03:05:23.650Z.json,48819,1,183,12,6.56
2023-02-23T03:05:23.650Z.json,48064,2,2184,126,5.77
2023-02-23T03:05:23.650Z.json,48371,2,11114,532,4.79
2023-02-23T03:05:23.650Z.json,48094,3,9394,233,2.48
2023-02-23T03:05:23.650Z.json,48327,38,11963,1386,11.59
2023-02-23T03:05:23.650Z.json,48047,2,17819,4,0.01
2023-02-23T03:05:23.650Z.json,48370,1,768,53,6.9
2023-02-23T03:05:23.650Z.json,48135,29,12761,5636,44.17
2023-02-23T03:05:23.650Z.json,48228,84,26885,882,3.28
2023-02-23T03:05:23.650Z.json,48316,8,13408,3304,24.64
2023-02-23T03:05:23.650Z.json,48022,1,1207,4,0.08
2023-02-23T03:05:23.650Z.json,48187,24,23650,4407,18.63
2023-02-23T03:05:23.650Z.json,48124,39,15395,3122,20.28
2023-02-23T03:05:23.650Z.json,48134,24,10929,1593,14.58
2023-02-23T03:05:23.650Z.json,48188,15,19723,1736,8.8
2023-02-23T03:05:23.650Z.json,48224,13,21226,1038,4.89
2023-02-23T03:05:23.650Z.json,48375,14,11831,913,7.72
2023-02-23T03:05:23.650Z.json,48154,41,16961,3960,23.35
2023-02-23T03:05:23.650Z.json,48206,10,14332,210,1.47
2023-02-23T03:05:23.650Z.json,48216,4,4623,4,0.09
2023-02-23T03:05:23.650Z.json,48069,3,1200,576,48
2023-02-23T03:05:23.650Z.json,48130,67,7514,1766,23.5
2023-02-23T03:05:23.650Z.json,48122,12,5589,841,15.05
2023-02-23T03:05:23.650Z.json,48202,1,12012,324,2.7
2023-02-23T03:05:23.650Z.json,49229,3,275,199,72.36
2023-02-23T03:05:23.650Z.json,48015,4,3833,642,16.75
2023-02-23T03:06:23.435Z.json,48076,13,12752,974,7.64
2023-02-23T03:06:23.435Z.json,48017,2,6334,41,0.65
2023-02-23T03:06:23.435Z.json,48030,6,8665,1367,15.78
2023-02-23T03:06:23.435Z.json,48051,1,8790,54,0.61
2023-02-23T03:06:23.435Z.json,48162,98,14313,3526,24.63
2023-02-23T03:06:23.435Z.json,48328,28,12969,3749,28.91
2023-02-23T03:06:23.435Z.json,48178,71,16169,4758,29.43
2023-02-23T03:06:23.435Z.json,48219,31,23764,1799,7.57
2023-02-23T03:06:23.435Z.json,48386,4,8341,762,9.14
2023-02-23T03:06:23.435Z.json,48326,10,13404,811,6.05
2023-02-23T03:06:23.435Z.json,48034,3,8487,7,0.08
2023-02-23T03:06:23.435Z.json,48168,22,10515,3304,31.42
2023-02-23T03:06:23.435Z.json,48043,18,8501,528,6.21
2023-02-23T03:06:23.435Z.json,48140,22,1254,119,9.49
2023-02-23T03:06:23.435Z.json,48240,16,7949,2329,29.3
2023-02-23T03:06:23.435Z.json,49286,25,275,247,89.82
2023-02-23T03:06:23.435Z.json,48060,1,20663,4,0.01
2023-02-23T03:06:23.435Z.json,48025,43,6544,992,15.16
2023-02-23T03:06:23.435Z.json,48065,1,5460,224,4.1
2023-02-23T03:06:23.435Z.json,48088,18,9972,3675,36.85
2023-02-23T03:06:23.435Z.json,48105,85,18445,4278,23.19
2023-02-23T03:06:23.435Z.json,48095,5,2574,448,17.4
2023-02-23T03:06:23.435Z.json,48104,114,21191,6557,30.94
2023-02-23T03:06:23.435Z.json,48314,9,10215,14,0.14
2023-02-23T03:06:23.435Z.json,48092,5,12359,839,6.79
2023-02-23T03:06:23.435Z.json,48021,6,14880,1343,9.03
2023-02-23T03:06:23.435Z.json,48214,8,14048,158,1.12
2023-02-23T03:06:23.435Z.json,48304,25,7752,1314,16.95
2023-02-23T03:06:23.435Z.json,48152,18,14949,1952,13.06
2023-02-23T03:06:23.435Z.json,48176,47,10124,1276,12.6
2023-02-23T03:06:23.435Z.json,48313,104,14840,2353,15.86
2023-02-23T03:06:23.435Z.json,48203,7,20195,2307,11.42
2023-02-23T03:06:23.435Z.json,48108,33,14459,2228,15.41
2023-02-23T03:06:23.435Z.json,48213,8,16310,697,4.27
2023-02-23T03:06:23.435Z.json,48128,5,4656,1144,24.57
2023-02-23T03:06:23.435Z.json,48324,24,7326,410,5.6
2023-02-23T03:06:23.435Z.json,48390,48,13543,4562,33.69
2023-02-23T03:06:23.435Z.json,48067,7,15296,201,1.31
2023-02-23T03:06:23.435Z.json,48131,28,4301,1464,34.04
2023-02-23T03:06:23.435Z.json,48170,40,21437,3153,14.71
2023-02-23T03:06:23.435Z.json,48179,5,1554,43,2.77
2023-02-23T03:06:23.435Z.json,48193,13,7607,809,10.63
2023-02-23T03:06:23.435Z.json,48195,18,15338,1537,10.02
2023-02-23T03:06:23.435Z.json,48210,10,15489,141,0.91
2023-02-23T03:06:23.435Z.json,48453,1,2314,4,0.04
2023-02-23T03:06:23.435Z.json,48033,11,9294,297,3.2
2023-02-23T03:06:23.435Z.json,48234,43,18061,4623,25.6
2023-02-23T03:06:23.435Z.json,48223,18,14052,519,3.69
2023-02-23T03:06:23.435Z.json,48062,1,4561,41,0.9
2023-02-23T03:06:23.435Z.json,48093,8,11664,260,2.23
2023-02-23T03:06:23.435Z.json,48158,31,896,596,66.52
2023-02-23T03:06:23.435Z.json,48180,99,29830,5176,17.35
2023-02-23T03:06:23.435Z.json,48217,13,4676,294,6.29
2023-02-23T03:06:23.435Z.json,48239,30,16693,1635,9.79
2023-02-23T03:06:23.435Z.json,48315,3,13582,243,1.79
2023-02-23T03:06:23.435Z.json,48082,7,8095,7,0.09
2023-02-23T03:06:23.435Z.json,48161,18,8394,1033,12.31
2023-02-23T03:06:23.435Z.json,48220,17,13202,2016,15.27
2023-02-23T03:06:23.435Z.json,48307,12,22307,226,1.01
2023-02-23T03:06:23.435Z.json,48038,3,23756,497,2.09
2023-02-23T03:06:23.435Z.json,48101,40,12997,3294,25.34
2023-02-23T03:06:23.435Z.json,48235,93,21361,1477,6.91
2023-02-23T03:06:23.435Z.json,48341,8,8620,1504,17.45
2023-02-23T03:06:23.435Z.json,48120,5,3299,17,0.52
2023-02-23T03:06:23.435Z.json,48169,42,9592,652,6.8
2023-02-23T03:06:23.435Z.json,48225,5,6939,5,0.07
2023-02-23T03:06:23.435Z.json,48045,5,14816,597,4.03
2023-02-23T03:06:23.435Z.json,48160,63,6347,2821,44.45
2023-02-23T03:06:23.435Z.json,48430,1,790,34,4.3
2023-02-23T03:06:23.435Z.json,48009,34,12325,1272,10.32
2023-02-23T03:06:23.435Z.json,48080,8,12218,3601,29.47
2023-02-23T03:06:23.435Z.json,48085,10,10333,560,5.42
2023-02-23T03:06:23.435Z.json,48236,7,13671,81,0.59
2023-02-23T03:06:23.435Z.json,48382,31,9557,1080,11.3
2023-02-23T03:06:23.435Z.json,48353,2,2997,54,1.8
2023-02-23T03:06:23.435Z.json,48109,6,140,85,60.71
2023-02-23T03:06:23.435Z.json,48071,11,15807,1338,8.46
2023-02-23T03:06:23.435Z.json,48075,9,11692,54,0.46
2023-02-23T03:06:23.435Z.json,48165,1,4215,89,2.11
2023-02-23T03:06:23.435Z.json,49238,6,99,53,53.54
2023-02-23T03:06:23.435Z.json,48146,65,17970,8556,47.61
2023-02-23T03:06:23.435Z.json,48114,26,9411,1749,18.58
2023-02-23T03:06:23.435Z.json,48127,49,15852,4778,30.14
2023-02-23T03:06:23.435Z.json,49236,16,641,586,91.42
2023-02-23T03:06:23.435Z.json,48125,50,9878,3148,31.87
2023-02-23T03:06:23.435Z.json,48184,33,8766,3730,42.55
2023-02-23T03:06:23.435Z.json,48204,13,18497,82,0.44
2023-02-23T03:06:23.435Z.json,48054,1,3558,187,5.26
2023-02-23T03:06:23.435Z.json,48381,46,7080,347,4.9
2023-02-23T03:06:23.435Z.json,48342,5,9104,618,6.79
2023-02-23T03:06:23.435Z.json,48346,4,10946,266,2.43
2023-02-23T03:06:23.435Z.json,48036,2,11737,788,6.71
2023-02-23T03:06:23.435Z.json,48073,12,19092,1694,8.87
2023-02-23T03:06:23.435Z.json,48167,25,12416,2067,16.65
2023-02-23T03:06:23.435Z.json,48221,59,18851,1608,8.53
2023-02-23T03:06:23.435Z.json,48843,46,22668,2101,9.27
2023-02-23T03:06:23.435Z.json,48320,2,2644,42,1.59
2023-02-23T03:06:23.435Z.json,48302,11,8210,219,2.67
2023-02-23T03:06:23.435Z.json,48356,2,3814,785,20.58
2023-02-23T03:06:23.435Z.json,48063,1,2005,10,0.5
2023-02-23T03:06:23.435Z.json,48312,8,16162,2254,13.95
2023-02-23T03:06:23.435Z.json,48383,9,5669,298,5.26
2023-02-23T03:06:23.435Z.json,48329,18,11470,471,4.11
2023-02-23T03:06:23.435Z.json,48323,7,7520,122,1.62
2023-02-23T03:06:23.435Z.json,48141,45,11875,5639,47.49
2023-02-23T03:06:23.435Z.json,48098,5,7960,838,10.53
2023-02-23T03:06:23.435Z.json,48191,15,1808,483,26.71
2023-02-23T03:06:23.435Z.json,48218,3,4509,4,0.07
2023-02-23T03:06:23.435Z.json,48306,4,11082,214,1.93
2023-02-23T03:06:23.435Z.json,48173,21,6029,3982,66.05
2023-02-23T03:06:23.435Z.json,48111,85,23054,6850,29.71
2023-02-23T03:06:23.435Z.json,48309,17,13114,1676,12.78
2023-02-23T03:06:23.435Z.json,48035,12,17012,2115,12.43
2023-02-23T03:06:23.435Z.json,48377,27,9900,2288,23.11
2023-02-23T03:06:23.435Z.json,48083,19,12239,1604,13.11
2023-02-23T03:06:23.435Z.json,48374,13,6494,1111,17.11
2023-02-23T03:06:23.435Z.json,48159,28,1195,119,9.96
2023-02-23T03:06:23.435Z.json,48335,3,13109,228,1.74
2023-02-23T03:06:23.435Z.json,48211,58,4982,575,11.54
2023-02-23T03:06:23.435Z.json,48215,1,8367,4,0.01
2023-02-23T03:06:23.435Z.json,48892,2,2133,24,1.13
2023-02-23T03:06:23.435Z.json,48442,9,2527,8,0.32
2023-02-23T03:06:23.435Z.json,48072,2,7534,817,10.84
2023-02-23T03:06:23.435Z.json,48229,25,5433,2104,38.73
2023-02-23T03:06:23.435Z.json,48138,21,5135,62,1.21
2023-02-23T03:06:23.435Z.json,48117,21,5316,1028,19.34
2023-02-23T03:06:23.435Z.json,48197,92,30336,6943,22.89
2023-02-23T03:06:23.435Z.json,48174,51,16887,2167,12.83
2023-02-23T03:06:23.435Z.json,48317,17,14708,942,6.4
2023-02-23T03:06:23.435Z.json,48150,51,14111,2739,19.41
2023-02-23T03:06:23.435Z.json,48189,31,7055,203,2.88
2023-02-23T03:06:23.435Z.json,48205,24,22365,2935,13.12
2023-02-23T03:06:23.435Z.json,48380,10,3542,146,4.12
2023-02-23T03:06:23.435Z.json,48103,217,28774,7610,26.45
2023-02-23T03:06:23.435Z.json,48227,76,23800,1359,5.71
2023-02-23T03:06:23.435Z.json,48066,22,23377,4034,17.26
2023-02-23T03:06:23.435Z.json,48137,5,911,252,27.66
2023-02-23T03:06:23.435Z.json,48166,9,5882,479,8.14
2023-02-23T03:06:23.435Z.json,48198,98,20682,7387,35.72
2023-02-23T03:06:23.435Z.json,48118,19,1263,142,11.24
2023-02-23T03:06:23.435Z.json,48322,8,15386,49,0.32
2023-02-23T03:06:23.435Z.json,48836,8,5887,113,1.92
2023-02-23T03:06:23.435Z.json,48301,36,6447,2424,37.6
2023-02-23T03:06:23.435Z.json,48139,2,213,4,1.41
2023-02-23T03:06:23.435Z.json,48186,44,16143,10954,67.86
2023-02-23T03:06:23.435Z.json,48310,2,17283,96,0.56
2023-02-23T03:06:23.435Z.json,48026,9,7595,1397,18.39
2023-02-23T03:06:23.435Z.json,48116,43,14225,1769,12.44
2023-02-23T03:06:23.435Z.json,48089,7,15199,348,2.29
2023-02-23T03:06:23.435Z.json,48091,34,14902,3865,25.94
2023-02-23T03:06:23.435Z.json,48183,27,20691,1466,7.09
2023-02-23T03:06:23.435Z.json,48164,28,4355,631,14.49
2023-02-23T03:06:23.435Z.json,48126,20,19534,777,3.98
2023-02-23T03:06:23.435Z.json,48185,70,26730,15112,56.54
2023-02-23T03:06:23.435Z.json,48212,35,19050,509,2.67
2023-02-23T03:06:23.435Z.json,48081,5,9922,193,1.95
2023-02-23T03:06:23.435Z.json,48238,159,19230,1635,8.5
2023-02-23T03:06:23.435Z.json,48042,1,13887,4,0.01
2023-02-23T03:06:23.435Z.json,48348,1,10155,4,0.01
2023-02-23T03:06:23.435Z.json,49270,40,2452,625,25.49
2023-02-23T03:06:23.435Z.json,48237,11,14107,658,4.66
2023-02-23T03:06:23.435Z.json,48044,4,21684,3307,15.25
2023-02-23T03:06:23.435Z.json,48393,22,9720,2362,24.3
2023-02-23T03:06:23.435Z.json,48340,22,11337,185,1.63
2023-02-23T03:06:23.435Z.json,48357,5,4219,19,0.45
2023-02-23T03:06:23.435Z.json,48331,7,9702,19,0.2
2023-02-23T03:06:23.435Z.json,48334,12,9257,736,7.95
2023-02-23T03:06:23.435Z.json,48336,26,12872,3279,25.47
2023-02-23T03:06:23.435Z.json,48084,13,9432,325,3.45
2023-02-23T03:06:23.435Z.json,48209,27,14481,1168,8.07
2023-02-23T03:06:23.435Z.json,48819,1,183,12,6.56
2023-02-23T03:06:23.435Z.json,48064,2,2184,126,5.77
2023-02-23T03:06:23.435Z.json,48371,2,11114,532,4.79
2023-02-23T03:06:23.435Z.json,48094,3,9394,233,2.48
2023-02-23T03:06:23.435Z.json,48327,38,11963,1386,11.59
2023-02-23T03:06:23.435Z.json,48047,2,17819,4,0.01
2023-02-23T03:06:23.435Z.json,48370,1,768,53,6.9
2023-02-23T03:06:23.435Z.json,48135,29,12761,5636,44.17
2023-02-23T03:06:23.435Z.json,48228,84,26885,882,3.28
2023-02-23T03:06:23.435Z.json,48316,8,13408,3304,24.64
2023-02-23T03:06:23.435Z.json,48022,1,1207,4,0.08
2023-02-23T03:06:23.435Z.json,48187,24,23650,4407,18.63
2023-02-23T03:06:23.435Z.json,48124,39,15395,3122,20.28
2023-02-23T03:06:23.435Z.json,48134,24,10929,1593,14.58
2023-02-23T03:06:23.435Z.json,48188,15,19723,1736,8.8
2023-02-23T03:06:23.435Z.json,48224,13,21226,1038,4.89
2023-02-23T03:06:23.435Z.json,48375,14,11831,913,7.72
2023-02-23T03:06:23.435Z.json,48154,41,16961,3960,23.35
2023-02-23T03:06:23.435Z.json,48206,10,14332,210,1.47
2023-02-23T03:06:23.435Z.json,48216,4,4623,4,0.09
2023-02-23T03:06:23.435Z.json,48069,3,1200,576,48
2023-02-23T03:06:23.435Z.json,48130,67,7514,1766,23.5
2023-02-23T03:06:23.435Z.json,48122,12,5589,841,15.05
2023-02-23T03:06:23.435Z.json,48202,1,12012,324,2.7
2023-02-23T03:06:23.435Z.json,49229,3,275,199,72.36
2023-02-23T03:06:23.435Z.json,48015,4,3833,642,16.75
2023-02-23T03:07:23.409Z.json,48076,13,12752,974,7.64
2023-02-23T03:07:23.409Z.json,48017,2,6334,41,0.65
2023-02-23T03:07:23.409Z.json,48030,6,8665,1367,15.78
2023-02-23T03:07:23.409Z.json,48051,1,8790,54,0.61
2023-02-23T03:07:23.409Z.json,48162,98,14313,3526,24.63
2023-02-23T03:07:23.409Z.json,48328,28,12969,3749,28.91
2023-02-23T03:07:23.409Z.json,48178,71,16169,4758,29.43
2023-02-23T03:07:23.409Z.json,48219,31,23764,1799,7.57
2023-02-23T03:07:23.409Z.json,48386,4,8341,762,9.14
2023-02-23T03:07:23.409Z.json,48326,10,13404,811,6.05
2023-02-23T03:07:23.409Z.json,48034,3,8487,7,0.08
2023-02-23T03:07:23.409Z.json,48168,22,10515,3304,31.42
2023-02-23T03:07:23.409Z.json,48043,18,8501,528,6.21
2023-02-23T03:07:23.409Z.json,48140,22,1254,119,9.49
2023-02-23T03:07:23.409Z.json,48240,16,7949,2329,29.3
2023-02-23T03:07:23.409Z.json,49286,25,275,247,89.82
2023-02-23T03:07:23.409Z.json,48060,1,20663,4,0.01
2023-02-23T03:07:23.409Z.json,48025,43,6544,992,15.16
2023-02-23T03:07:23.409Z.json,48065,1,5460,224,4.1
2023-02-23T03:07:23.409Z.json,48088,18,9972,3675,36.85
2023-02-23T03:07:23.409Z.json,48105,85,18445,4278,23.19
2023-02-23T03:07:23.409Z.json,48095,5,2574,448,17.4
2023-02-23T03:07:23.409Z.json,48104,114,21191,6557,30.94
2023-02-23T03:07:23.409Z.json,48314,9,10215,14,0.14
2023-02-23T03:07:23.409Z.json,48092,5,12359,839,6.79
2023-02-23T03:07:23.409Z.json,48021,6,14880,1343,9.03
2023-02-23T03:07:23.409Z.json,48214,8,14048,158,1.12
2023-02-23T03:07:23.409Z.json,48304,25,7752,1314,16.95
2023-02-23T03:07:23.409Z.json,48152,18,14949,1952,13.06
2023-02-23T03:07:23.409Z.json,48176,47,10124,1276,12.6
2023-02-23T03:07:23.409Z.json,48313,104,14840,2353,15.86
2023-02-23T03:07:23.409Z.json,48203,7,20195,2307,11.42
2023-02-23T03:07:23.409Z.json,48108,33,14459,2228,15.41
2023-02-23T03:07:23.409Z.json,48213,8,16310,697,4.27
2023-02-23T03:07:23.409Z.json,48128,5,4656,1144,24.57
2023-02-23T03:07:23.409Z.json,48324,24,7326,410,5.6
2023-02-23T03:07:23.409Z.json,48390,48,13543,4562,33.69
2023-02-23T03:07:23.409Z.json,48067,7,15296,201,1.31
2023-02-23T03:07:23.409Z.json,48131,28,4301,1464,34.04
2023-02-23T03:07:23.409Z.json,48170,40,21437,3153,14.71
2023-02-23T03:07:23.409Z.json,48179,5,1554,43,2.77
2023-02-23T03:07:23.409Z.json,48193,13,7607,809,10.63
2023-02-23T03:07:23.409Z.json,48195,18,15338,1537,10.02
2023-02-23T03:07:23.409Z.json,48210,10,15489,141,0.91
2023-02-23T03:07:23.409Z.json,48453,1,2314,4,0.04
2023-02-23T03:07:23.409Z.json,48033,11,9294,297,3.2
2023-02-23T03:07:23.409Z.json,48234,43,18061,4623,25.6
2023-02-23T03:07:23.409Z.json,48223,18,14052,519,3.69
2023-02-23T03:07:23.409Z.json,48062,1,4561,41,0.9
2023-02-23T03:07:23.409Z.json,48093,8,11664,260,2.23
2023-02-23T03:07:23.409Z.json,48158,31,896,596,66.52
